Player,Position,Age,Market Value,Nationality,Joined Club,Joined League,Transfer Fee
Ole Pohlmann,Central Midfield,23,EUR1.50m,Germany,Rio Ave,Liga Portugal,EUR1.60m
Jannik Rochelt,Left Winger,25,EUR1.50m,Germany,Hannover 96,2. Bundesliga,EUR1.50m
Manuel De Luca,Centre-Forward,26,EUR1.50m,Italy,Cremonese,Serie B,EUR1.50m
Diego Rico,Left-Back,31,EUR1.50m,Spain,Getafe,LaLiga,EUR1.50m
Mauricio Isais,Left-Back,23,EUR1.50m,Mexico,Leon,Liga MX Apertura,EUR1.50m
Joao Grimaldo,Left Winger,21,EUR1.50m,Peru,Partizan,Super liga Srbije,EUR1.40m
Atsuki Ito,Central Midfield,26,EUR1.50m,Japan,KAA Gent,Jupiler Pro League,EUR1.30m
Yassine Titraoui,Central Midfield,20,EUR1.50m,Algeria,R Charleroi SC,Jupiler Pro League,EUR1.20m
Alex Cochrane,Left-Back,24,EUR1.50m,England,Birmingham,League One,EUR1.20m
Bruno Langa,Left-Back,26,EUR1.50m,Mozambique,UD Almeria,LaLiga2,EUR1.20m
Julian Justvan,Attacking Midfield,26,EUR1.50m,Germany,1.FC Nuremberg,2. Bundesliga,EUR1.00m
Aime Omgba,Attacking Midfield,21,EUR1.50m,Netherlands,KAA Gent,Jupiler Pro League,EUR1.00m
Adam Masina,Centre-Back,30,EUR1.50m,Morocco,Torino,Serie A,EUR1.00m
Christian Fruchtl,Goalkeeper,24,EUR1.50m,Germany,Lecce,Serie A,EUR1.00m
Juan Cruz,Right Winger,24,EUR1.50m,Spain,CD Leganes,LaLiga,EUR1.00m
Fran Villalba,Attacking Midfield,26,EUR1.50m,Spain,Santos Laguna,Liga MX Apertura,EUR1.00m
Anthony Racioppi,Goalkeeper,25,EUR1.50m,Switzerland,Hull City,Championship,EUR1.00m
Marouan Azarkan,Right Winger,22,EUR1.50m,Morocco,Al-Nasr,UAE Pro League,EUR1.00m
Tomas Badaloni,Centre-Forward,24,EUR1.50m,Argentina,Necaxa,Liga MX Apertura,EUR916k
Mateusz Kochalski,Goalkeeper,24,EUR1.50m,Poland,Qarabag FK,Premyer Liqa,EUR900k
Hugo Vandermersch,Right-Back,25,EUR1.50m,France,FC St. Gallen,Super League,EUR800k
Seiya Maikuma,Right-Back,26,EUR1.50m,Japan,AZ Alkmaar,Eredivisie,EUR800k
Kings Kangwa,Central Midfield,25,EUR1.50m,Zambia,H. Beer Sheva,Ligat ha'Al,EUR800k
Lazar Carevic,Goalkeeper,25,EUR1.50m,Montenegro,Famalicao,Liga Portugal,EUR800k
Eduard Sarapiy,Centre-Back,25,EUR1.50m,Ukraine,Polissya,Premier Liga,EUR800k
Christian Bassogog,Right Winger,28,EUR1.50m,Cameroon,Al-Okhdood,Saudi Pro League,EUR800k
Jahkeele Marshall-Rutty,Right-Back,20,EUR1.50m,Canada,Montreal,MLS,EUR780k
Danilo Al-Saed,Left Winger,25,EUR1.50m,Iraq,Heerenveen,Eredivisie,EUR750k
Tobias Christensen,Defensive Midfield,24,EUR1.50m,Norway,FC Rapid,SuperLiga,EUR700k
Cristopher Fiermarin,Goalkeeper,26,EUR1.50m,Uruguay,Defensa,Liga Profesional,EUR700k
Filip Sidklev,Goalkeeper,19,EUR1.50m,Sweden,Aris Saloniki,Super League 1,EUR600k
Conor Townsend,Left-Back,31,EUR1.50m,England,Ipswich,Premier League,EUR590k
Nicolas Tripichio,Right-Back,28,EUR1.50m,Argentina,San Lorenzo,Liga Profesional,EUR548k
Check Keita,Centre-Back,21,EUR1.50m,France,R Charleroi SC,Jupiler Pro League,EUR500k
Ali Abdi,Left-Back,30,EUR1.50m,Tunisia,OGC Nice,Ligue 1,EUR500k
Kervin Arriaga,Defensive Midfield,26,EUR1.50m,Honduras,Partizan,Super liga Srbije,EUR500k
Gustavo Silva,Right Winger,25,EUR1.50m,Brazil,Vit. Guimaraes,Liga Portugal,EUR500k
Mory Gbane,Defensive Midfield,23,EUR1.50m,Cote d'Ivoire,Gil Vicente,Liga Portugal,EUR500k
Fabrizio Caligara,Central Midfield,24,EUR1.50m,Italy,Sassuolo,Serie B,EUR500k
Andre Duarte,Centre-Back,26,EUR1.50m,Portugal,Ujpest FC,NB I.,EUR400k
Pelle van Amersfoort,Centre-Forward,28,EUR1.50m,Netherlands,Al-Shahania SC,Stars League,EUR380k
Andre Duarte,Centre-Back,26,EUR1.50m,Portugal,NK Osijek,SuperSport HNL,EUR300k
Evgeniy Latyshonok,Goalkeeper,26,EUR1.50m,Russia,Zenit S-Pb,Premier Liga,EUR300k
Jessic Ngankam,Centre-Forward,23,EUR1.50m,Germany,Hannover 96,2. Bundesliga,Loan fee:EUR250k
Valgeir Lunddal Fridriksson,Right-Back,22,EUR1.50m,Iceland,F. Dusseldorf,2. Bundesliga,EUR200k
Tochi Chukwuani,Central Midfield,21,EUR1.50m,Denmark,Sturm Graz,Bundesliga,EUR200k
Hugo Souza,Goalkeeper,25,EUR1.50m,Brazil,Corinthians,Serie A,Loan fee:EUR200k
Romario Baro,Central Midfield,24,EUR1.50m,Portugal,FC Basel,Super League,Loan fee:EUR150k
Samuel Adeniran,Centre-Forward,25,EUR1.50m,United States,Philadelphia,MLS,EUR138k
Erick Marcus,Left Winger,20,EUR1.50m,Brazil,Ludogorets,efbet Liga,Loan fee:EUR135k
Sven van Beek,Centre-Back,29,EUR1.50m,Netherlands,Al-Shahania SC,Stars League,EUR120k
Simone Bastoni,Central Midfield,27,EUR1.50m,Italy,Cesena,Serie B,EUR100k
Mohamed Badamosi,Centre-Forward,25,EUR1.50m,The Gambia,Standard Liege,Jupiler Pro League,Loan fee:EUR100k
Gabriel Noga,Centre-Back,22,EUR1.50m,Brazil,Leixoes,Liga Portugal 2,EUR100k
Guillermo Enrique,Right-Back,24,EUR1.50m,Argentina,Banfield,Liga Profesional,Loan fee:EUR92k
Enric Franquesa,Left-Back,27,EUR1.50m,Spain,CD Leganes,LaLiga,EUR90k
Ruan,Right-Back,29,EUR1.50m,Brazil,Dallas,MLS,EUR45k
Julian Von Moos,Centre-Forward,23,EUR1.50m,Switzerland,Servette FC,Super League,free transfer
Alberto Mari,Centre-Forward,23,EUR1.50m,Spain,Real Zaragoza,LaLiga2,loan transfer
Luka Ilic,Attacking Midfield,24,EUR1.50m,Serbia,Red Star,Super liga Srbije,free transfer
Sasa Ivkovic,Centre-Back,31,EUR1.50m,Serbia,Al-Wahda,UAE Pro League,free transfer
Grejohn Kyei,Centre-Forward,29,EUR1.50m,France,R Charleroi SC,Jupiler Pro League,loan transfer
Kuryu Matsuki,Central Midfield,21,EUR1.50m,Japan,Southampton,Premier League,?
Andre Carrillo,Right Winger,33,EUR1.50m,Peru,Corinthians,Serie A,free transfer
Etienne Vaessen,Goalkeeper,28,EUR1.50m,Suriname,FC Groningen,Eredivisie,free transfer
Franco Gonzalez,Attacking Midfield,20,EUR1.50m,Uruguay,Yverdon Sport,Super League,loan transfer
Eduardo Salvio,Right Winger,33,EUR1.50m,Argentina,Lanus,Liga Profesional,free transfer
Jamie Shackleton,Right-Back,24,EUR1.50m,England,Sheff Utd,Championship,free transfer
Djibril Sidibe,Right-Back,32,EUR1.50m,France,Toulouse,Ligue 1,free transfer
Samy Mmaee,Centre-Back,27,EUR1.50m,Morocco,Dinamo Zagreb,SuperSport HNL,free transfer
Gaetan Weissbeck,Attacking Midfield,27,EUR1.50m,France,Apol. Limassol,Cyprus League,?
Sinan Karweina,Centre-Forward,25,EUR1.50m,Germany,FC Luzern,Super League,free transfer
Anthony Nwakaeme,Left Winger,35,EUR1.50m,Nigeria,Trabzonspor,Super Lig,free transfer
Josh Bowler,Right Winger,25,EUR1.50m,England,Preston,Championship,loan transfer
Thomas Ouwejan,Left-Back,27,EUR1.50m,Netherlands,NEC Nijmegen,Eredivisie,free transfer
Viti Rozada,Right-Back,26,EUR1.50m,Spain,UD Las Palmas,LaLiga,free transfer
Shogo Taniguchi,Centre-Back,33,EUR1.50m,Japan,Sint-Truiden,Jupiler Pro League,free transfer
Benno Schmitz,Right-Back,29,EUR1.50m,Germany,Grasshoppers,Super League,free transfer
Mohamed El Arouch,Central Midfield,20,EUR1.50m,France,Botafogo,Serie A,free transfer
Danylo Ignatenko,Central Midfield,27,EUR1.50m,Ukraine,Slo. Bratislava,Nike Liga,free transfer
Michel Araujo,Left Winger,27,EUR1.50m,Uruguay,Sao Paulo,Serie A,?
Hugo Mallo,Right-Back,33,EUR1.50m,Spain,Aris Saloniki,Super League 1,free transfer
Javi Montero,Centre-Back,25,EUR1.50m,Spain,Racing,LaLiga2,free transfer
Djordje Jovanovic,Centre-Forward,25,EUR1.50m,Serbia,Partizan,Super liga Srbije,loan transfer
Tom Lacoux,Defensive Midfield,22,EUR1.50m,France,Ujpest FC,NB I.,free transfer
Carlos Romero,Left-Back,22,EUR1.50m,Spain,Espanyol,LaLiga,loan transfer
Antoine Joujou,Left Winger,21,EUR1.50m,France,Le Havre AC,Ligue 1,loan transfer
Ze Gabriel,Defensive Midfield,25,EUR1.50m,Brazil,Coritiba FC,Serie B,loan transfer
Moussa Djitte,Centre-Forward,24,EUR1.50m,Senegal,Genclerbirligi,1.Lig,free transfer
Mykola Kukharevych,Centre-Forward,23,EUR1.50m,Ukraine,Hibernian FC,Premiership,loan transfer
Tobias Cervera,Centre-Forward,22,EUR1.50m,Syria,Platense,Liga Profesional,loan transfer
Malcolm Ebiowei,Right Winger,20,EUR1.50m,England,Oxford United,Championship,loan transfer
Hidde ter Avest,Right-Back,27,EUR1.50m,Netherlands,Oxford United,Championship,free transfer
Abdoulaye Kamara,Defensive Midfield,19,EUR1.50m,Guinea,Portsmouth,Championship,?
Josh Coburn,Centre-Forward,21,EUR1.50m,England,Millwall,Championship,loan transfer
Jamal Lowe,Centre-Forward,29,EUR1.50m,Jamaica,Sheff Wed,Championship,free transfer
Remy Descamps,Goalkeeper,28,EUR1.50m,France,Olympique Lyon,Ligue 1,free transfer
Luke Chambers,Centre-Back,20,EUR1.50m,England,Wigan,League One,loan transfer
Mahamadou Susoho,Defensive Midfield,19,EUR1.50m,Spain,Peterborough,League One,loan transfer
Ethan Mbappe,Central Midfield,17,EUR1.50m,France,LOSC Lille,Ligue 1,free transfer
Julen Lobete,Left Winger,23,EUR1.50m,Spain,Malaga CF,LaLiga2,free transfer
Joe Hodge,Defensive Midfield,21,EUR1.50m,Ireland,Huddersfield,League One,loan transfer
Raul Sandoval,Left-Back,24,EUR1.50m,Mexico,Necaxa,Liga MX Apertura,?
Jamie Donley,Second Striker,19,EUR1.50m,England,Leyton Orient,League One,loan transfer
Ayoub Amraoui,Left-Back,20,EUR1.50m,Morocco,FC Martigues,Ligue 2,loan transfer
Manu Vallejo,Second Striker,27,EUR1.50m,Spain,Racing Ferrol,LaLiga2,free transfer
Juan Soriano,Goalkeeper,26,EUR1.50m,Spain,CD Leganes,LaLiga,free transfer
Matija Nastasic,Centre-Back,31,EUR1.50m,Serbia,CD Leganes,LaLiga,free transfer
Juan Ignacio Mendez,Defensive Midfield,27,EUR1.50m,Argentina,Newell's,Liga Profesional,free transfer
Shiloh 't Zand,Central Midfield,21,EUR1.50m,Netherlands,Heracles Almelo,Eredivisie,loan transfer
Giuseppe Caso,Left Winger,25,EUR1.50m,Italy,Modena,Serie B,?
Miguel Barbieri,Centre-Back,30,EUR1.50m,Argentina,Rosario Central,Liga Profesional,free transfer
Sory Kaba,Centre-Forward,29,EUR1.50m,Guinea,Elche CF,LaLiga2,loan transfer
Elbasan Rashani,Left Winger,31,EUR1.50m,Kosovo,Elche CF,LaLiga2,?
Jose Carlos Lazo,Left Winger,28,EUR1.50m,Spain,Albacete,LaLiga2,free transfer
Xeber Alkain,Right Winger,27,EUR1.50m,Spain,SD Eibar,LaLiga2,free transfer
Toni Villa,Left Winger,29,EUR1.50m,Spain,SD Eibar,LaLiga2,free transfer
Inigo Cordoba,Left Winger,27,EUR1.50m,Spain,Burgos CF,LaLiga2,free transfer
Julian Niehues,Defensive Midfield,23,EUR1.50m,Germany,Heidenheim,Bundesliga,free transfer
Gustavo Silva,Right Winger,26,EUR1.50m,Brazil,EC Vitoria,Serie A,free transfer
Ibrahim Cissoko,Left Winger,21,EUR1.50m,Netherlands,Plymouth,Championship,loan transfer
Darko Churlinov,Left Winger,24,EUR1.50m,North Macedonia,Jagiellonia,Ekstraklasa,loan transfer
Alex Pritchard,Attacking Midfield,31,EUR1.50m,England,Sivasspor,Super Lig,?
Noah Sonko Sundberg,Centre-Back,28,EUR1.50m,The Gambia,Sivasspor,Super Lig,loan transfer
Samu,Attacking Midfield,28,EUR1.50m,Portugal,Vit. Guimaraes,Liga Portugal,free transfer
Ege Tiknaz,Central Midfield,20,EUR1.50m,Türkiye,Rio Ave,Liga Portugal,loan transfer
Alberto Brignoli,Goalkeeper,32,EUR1.50m,Italy,AEK Athens,Super League 1,free transfer
Jonathan Dubasin,Left Winger,24,EUR1.50m,Spain,Sporting Gijon,LaLiga2,loan transfer
Cesar Gelabert,Attacking Midfield,23,EUR1.50m,Spain,Sporting Gijon,LaLiga2,loan transfer
Nonato,Central Midfield,26,EUR1.50m,Brazil,Fluminense,Serie A,loan transfer
Jose Antonio Caro,Goalkeeper,30,EUR1.50m,Spain,Cadiz CF,LaLiga2,free transfer
Bojan Kovacevic,Centre-Back,20,EUR1.50m,Serbia,Cadiz CF,LaLiga2,loan transfer
Carlos Fernandez,Centre-Forward,28,EUR1.50m,Spain,Cadiz CF,LaLiga2,loan transfer
Goncalo Paciencia,Centre-Forward,30,EUR1.50m,Portugal,Sanf. Hiroshima,J1 League,free transfer
Konstantinos Laifis,Centre-Back,31,EUR1.50m,Cyprus,APOEL Nicosia,Cyprus League,free transfer
Grejohn Kyei,Centre-Forward,28,EUR1.50m,France,Standard Liege,Jupiler Pro League,free transfer
Ilay Camara,Right-Back,21,EUR1.50m,Belgium,Standard Liege,Jupiler Pro League,loan transfer
Marko Lazetic,Centre-Forward,20,EUR1.50m,Serbia,FK TSC,Super liga Srbije,loan transfer
Andrian Kraev,Defensive Midfield,25,EUR1.50m,Bulgaria,Casa Pia,Liga Portugal,free transfer
Rochinha,Left Winger,29,EUR1.50m,Portugal,Famalicao,Liga Portugal,free transfer
Jose Luis Morales,Centre-Forward,36,EUR1.50m,Spain,Levante,LaLiga2,free transfer
Eduard Bello,Second Striker,28,EUR1.50m,Venezuela,Barcelona SC,Serie A Segunda Etapa,?
Joaquin Fernandez,Centre-Back,28,EUR1.50m,Spain,Kansas City,MLS,free transfer
Filipe Soares,Attacking Midfield,25,EUR1.50m,Portugal,Farense,Liga Portugal,loan transfer
Paulo Victor,Left-Back,23,EUR1.50m,Brazil,Farense,Liga Portugal,free transfer
Ali Mabkhout,Centre-Forward,33,EUR1.50m,United Arab Emirates,Al-Nasr,UAE Pro League,free transfer
Kobamelo Kodisang,Right Winger,24,EUR1.50m,South Africa,Sundowns,Betway Premiership,?
Hamza Sakhi,Attacking Midfield,28,EUR1.50m,Morocco,Wydad AC,Botola Pro Inwi,free transfer
Matchoi Djalo,Attacking Midfield,21,EUR1.50m,Portugal,Basaksehir,Super Lig,free transfer
Ruben Vezo,Centre-Back,30,EUR1.50m,Portugal,Eyupspor,Super Lig,loan transfer
Pedro Rocha,Left Winger,29,EUR1.50m,Brazil,Criciuma EC,Serie A,loan transfer
Francisco Calvo,Centre-Back,32,EUR1.50m,Costa Rica,Hatayspor,Super Lig,?
Amadou Dante,Left-Back,23,EUR1.50m,Mali,Arouca,Liga Portugal,loan transfer
Juan Zapata,Central Midfield,24,EUR1.50m,Colombia,Atl. Nacional,Liga DIMAYOR II,loan transfer
Jorthy Mokio,Centre-Back,16,EUR1.50m,Belgium,Ajax U21,Keuken Kampioen Divisie,free transfer
Gabriel Noga,Centre-Back,22,EUR1.50m,Brazil,Oliveirense,Liga Portugal 2,loan transfer
Yanis Hamache,Left-Back,25,EUR1.50m,Algeria,MC Oran,Ligue Professionnelle 1,?
Ebrima Darboe,Defensive Midfield,23,EUR1.50m,The Gambia,Frosinone,Serie B,loan transfer
Luis Segovia,Centre-Back,26,EUR1.50m,Ecuador,CRB,Serie B,loan transfer
Romeo Benitez,Left Winger,21,EUR1.50m,Paraguay,Tigre,Liga Profesional,loan transfer
Kristijan Lovric,Left Winger,28,EUR1.50m,Croatia,Amed SK,1.Lig,free transfer
Mehdi Torabi,Left Winger,29,EUR1.50m,Iran,Tractor,Persian Gulf Pro League,free transfer
Manu Trigueros,Central Midfield,32,EUR1.50m,Spain,Granada CF,LaLiga2,free transfer
Siren Diao,Centre-Forward,19,EUR1.50m,Spain,Granada CF,LaLiga2,loan transfer
Alexander Alvarado,Left Winger,25,EUR1.50m,Ecuador,Uni. Catolica,Serie A Segunda Etapa,loan transfer
Yuki Soma,Right Winger,27,EUR1.50m,Japan,Machida Zelvia,J1 League,?
Yoann Barbet,Centre-Back,31,EUR1.50m,France,Al-Riyadh,Saudi Pro League,free transfer
Nemanja Jovic,Left Winger,21,EUR1.50m,Serbia,Ittihad Kalba,UAE Pro League,?
Loic Mbe Soh,Centre-Back,23,EUR1.50m,France,Beerschot VA,Jupiler Pro League,free transfer
Christophe Herelle,Centre-Back,31,EUR1.50m,Martinique,Bodrum FK,Super Lig,?
George Puscas,Centre-Forward,28,EUR1.50m,Romania,Bodrum FK,Super Lig,?
Ivan Sunjic,Defensive Midfield,27,EUR1.50m,Croatia,Pafos FC,Cyprus League,free transfer
Domingos Quina,Central Midfield,24,EUR1.50m,Portugal,Pafos FC,Cyprus League,?
Stanislav Magkeev,Centre-Back,25,EUR1.50m,Russia,Pari NN,Premier Liga,free transfer
Alejandro Pozuelo,Attacking Midfield,32,EUR1.50m,Spain,Al-Fayha,Saudi Pro League,free transfer
David Martinez,Centre-Back,26,EUR1.50m,Paraguay,Miami,MLS,loan transfer
Gerson Rodrigues,Centre-Forward,29,EUR1.50m,Luxembourg,GX PG Haliao,League One,loan transfer
Jannes Horn,Centre-Back,27,EUR1.50m,Germany,St. Louis CITY,MLS,loan transfer
Jamie Maclaren,Centre-Forward,30,EUR1.50m,Australia,Mohun Bagan SG,Indian Super League,free transfer
Kevin N'Doram,Defensive Midfield,28,EUR1.50m,France,Al-Kholood,Saudi Pro League,free transfer
Gustavo Assuncao,Defensive Midfield,24,EUR1.50m,Brazil,Avs FS,Liga Portugal,?
Gennaro Borrelli,Centre-Forward,24,EUR1.40m,Italy,Brescia,Serie B,EUR3.50m
Facundo Bernal,Defensive Midfield,20,EUR1.40m,Uruguay,Fluminense,Serie A,EUR3.30m
Young-woo Seol,Right-Back,25,EUR1.40m,"Korea, South",Red Star,Super liga Srbije,EUR1.50m
Isaac Schmidt,Left-Back,24,EUR1.40m,Switzerland,Leeds,Championship,EUR2.97m
Ethane Azoulay,Defensive Midfield,22,EUR1.40m,Israel,Maccabi Haifa,Ligat ha'Al,EUR1.80m
Gustavo Marques,Centre-Back,22,EUR1.40m,Brazil,Benfica B,Liga Portugal 2,EUR1.50m
Khanyisa Mayo,Centre-Forward,25,EUR1.40m,South Africa,CR Belouizdad,Ligue Professionnelle 1,EUR750k
Zineddine Belaid,Centre-Back,25,EUR1.40m,Algeria,Sint-Truiden,Jupiler Pro League,EUR600k
Guilherme Castilho,Central Midfield,24,EUR1.40m,Brazil,FC Juarez,Liga MX Apertura,Loan fee:EUR317k
Samuel Ballet,Right Midfield,23,EUR1.40m,Switzerland,FC Zurich,Super League,loan transfer
Onni Valakari,Attacking Midfield,25,EUR1.40m,Finland,AIK,Allsvenskan,loan transfer
Gian Marco Ferrari,Centre-Back,32,EUR1.40m,Italy,Salernitana,Serie B,free transfer
Alejandro Cantero,Left Winger,24,EUR1.40m,Spain,CD Tenerife,LaLiga2,free transfer
Mirko Antonucci,Attacking Midfield,25,EUR1.40m,Italy,Cesena,Serie B,loan transfer
Javi Ontiveros,Left Winger,26,EUR1.40m,Spain,Cadiz CF,LaLiga2,free transfer
Samuel Giovane,Central Midfield,21,EUR1.40m,Italy,Carrarese,Serie B,loan transfer
Dimitrios Kourbelis,Defensive Midfield,30,EUR1.40m,Greece,Al-Khaleej,Saudi Pro League,free transfer
Mauro Brasil,Centre-Back,25,EUR1.40m,Uruguay,Cobreloa,Primera Division,free transfer
Guilherme Castilho,Central Midfield,24,EUR1.40m,Brazil,Juventude,Serie A,loan transfer
Danielzinho,Central Midfield,28,EUR1.40m,Brazil,Dibba Al-Hisn,UAE Pro League,?
Gustavo Sauer,Right Winger,31,EUR1.40m,Brazil,Cuiaba-MT,Serie A,loan transfer
Lucas Kal,Defensive Midfield,28,EUR1.40m,Brazil,Al-Riyadh,Saudi Pro League,?
Santiago Rodriguez,Centre-Forward,27,EUR1.30m,Argentina,Argentinos Jrs.,Liga Profesional,EUR1.67m
Ivan Oleynikov,Right Winger,25,EUR1.30m,Russia,KS Samara,Premier Liga,EUR1.00m
Bas Kuipers,Left-Back,29,EUR1.30m,Netherlands,Twente FC,Eredivisie,EUR900k
Giuseppe Sibilli,Centre-Forward,27,EUR1.30m,Italy,Bari,Serie B,EUR800k
Nikola Cavlina,Goalkeeper,22,EUR1.30m,Croatia,Dinamo Zagreb,SuperSport HNL,EUR750k
Jasper Cillessen,Goalkeeper,35,EUR1.30m,Netherlands,UD Las Palmas,LaLiga,EUR500k
Jonathan Villagra,Centre-Back,23,EUR1.30m,Chile,Colo-Colo,Primera Division,EUR400k
Shahriar Moghanlou,Centre-Forward,29,EUR1.30m,Iran,Ittihad Kalba,UAE Pro League,EUR367k
Lewis Fiorini,Central Midfield,22,EUR1.30m,Scotland,Stockport,League One,EUR350k
Franco Diaz,Central Midfield,23,EUR1.30m,Argentina,Instituto ACC,Liga Profesional,Loan fee:EUR137k
Ilias Koutsoupias,Central Midfield,23,EUR1.30m,Greece,Catanzaro,Serie B,EUR100k
Josh Knight,Centre-Back,26,EUR1.30m,England,Hannover 96,2. Bundesliga,free transfer
Arandjel Stojkovic,Right-Back,29,EUR1.30m,Serbia,Debrecen,NB I.,loan transfer
Luan Peres,Centre-Back,30,EUR1.30m,Brazil,Santos,Serie B,free transfer
Goncalo Esteves,Right-Back,20,EUR1.30m,Portugal,Yverdon Sport,Super League,loan transfer
Nikola Cavlina,Goalkeeper,22,EUR1.30m,Croatia,NK Osijek,SuperSport HNL,loan transfer
Benito Raman,Centre-Forward,29,EUR1.30m,Belgium,KV Mechelen,Jupiler Pro League,?
Daniele Verde,Right Winger,28,EUR1.30m,Italy,Salernitana,Serie B,loan transfer
Petar Stojanovic,Right-Back,28,EUR1.30m,Slovenia,Salernitana,Serie B,loan transfer
Shawn Adewoye,Centre-Back,24,EUR1.30m,Belgium,Fortuna Sittard,Eredivisie,free transfer
Goncalo Esteves,Right-Back,20,EUR1.30m,Portugal,Udinese Calcio,Serie A,free transfer
Julian Baas,Central Midfield,22,EUR1.30m,Netherlands,Sparta R.,Eredivisie,free transfer
Michal Tomic,Right-Back,25,EUR1.30m,Slovakia,Bodo/Glimt,Eliteserien,loan transfer
Artur Gajdos,Attacking Midfield,20,EUR1.30m,Slovakia,Slo. Bratislava,Nike Liga,?
Pione Sisto,Left Winger,29,EUR1.30m,Denmark,Aris Saloniki,Super League 1,?
Karol Borys,Attacking Midfield,17,EUR1.30m,Poland,NK Maribor,Prva Liga,loan transfer
Mateo Maric,Defensive Midfield,26,EUR1.30m,Bosnia-Herzegovina,Omonia Nikosia,Cyprus League,?
Luca Kerber,Central Midfield,22,EUR1.30m,Germany,Heidenheim,Bundesliga,free transfer
Josip Calusic,Centre-Back,30,EUR1.30m,Croatia,Konyaspor,Super Lig,free transfer
Mattia Aramu,Attacking Midfield,29,EUR1.30m,Italy,Mantova,Serie B,loan transfer
Rodrigo Pinheiro,Right-Back,21,EUR1.30m,Portugal,Famalicao,Liga Portugal,free transfer
Riccardo Ciervo,Left Winger,22,EUR1.30m,Italy,Cosenza,Serie B,loan transfer
Mamadou Coulibaly,Central Midfield,25,EUR1.30m,Senegal,Catanzaro,Serie B,?
Federico Lertora,Defensive Midfield,33,EUR1.30m,Argentina,Queretaro FC,Liga MX Apertura,?
Milad Mohammadi,Left-Back,30,EUR1.30m,Iran,Persepolis,Persian Gulf Pro League,free transfer
Emre Akbaba,Attacking Midfield,31,EUR1.30m,Türkiye,Eyupspor,Super Lig,free transfer
Dudu,Right-Back,27,EUR1.30m,Brazil,Criciuma EC,Serie A,loan transfer
Anton Kresic,Centre-Back,28,EUR1.30m,Croatia,CFR Cluj,SuperLiga,free transfer
Ivo Rodrigues,Right Winger,29,EUR1.30m,Portugal,Arouca,Liga Portugal,free transfer
Yairo Moreno,Left-Back,29,EUR1.30m,Colombia,Junior FC,Liga DIMAYOR II,free transfer
Yahya Jabrane,Defensive Midfield,33,EUR1.30m,Morocco,Kuwait SC,N/A,free transfer
Norbert Gyomber,Centre-Back,32,EUR1.30m,Slovakia,Al-Kholood,Saudi Pro League,free transfer
Owen Beck,Left-Back,22,EUR1.25m,Wales,Blackburn,Championship,loan transfer
Min-hyeok Yang,Right Winger,18,EUR1.20m,"Korea, South",Tottenham,Premier League,EUR4.00m
Edmund Baidoo,Right Winger,18,EUR1.20m,Ghana,RB Salzburg,Bundesliga,EUR3.30m
Lautaro Diaz,Second Striker,26,EUR1.20m,Argentina,Cruzeiro,Serie A,EUR2.70m
Oscar Schwartau,Second Striker,18,EUR1.20m,Denmark,Norwich,Championship,EUR2.50m
Juan Cordoba,Right Winger,21,EUR1.20m,Colombia,Dinamo Zagreb,SuperSport HNL,EUR2.10m
Andres Martin,Right Winger,25,EUR1.20m,Spain,Racing,LaLiga2,EUR2.00m
Santiago Mourino,Centre-Back,22,EUR1.20m,Uruguay,Alaves,LaLiga,EUR2.00m
Choco Lozano,Centre-Forward,31,EUR1.20m,Honduras,Santos Laguna,Liga MX Apertura,EUR2.00m
Edier Ocampo,Right-Back,20,EUR1.20m,Colombia,Vancouver,MLS,EUR1.60m
Giuseppe Di Serio,Centre-Forward,22,EUR1.20m,Italy,Spezia Calcio,Serie B,EUR1.50m
Santiago Arzamendia,Left-Back,26,EUR1.20m,Paraguay,Estudiantes LP,Liga Profesional,EUR1.40m
Pedrao,Centre-Back,27,EUR1.20m,Brazil,Maccabi Haifa,Ligat ha'Al,EUR1.30m
Kevin Serna,Right Winger,26,EUR1.20m,Colombia,Fluminense,Serie A,EUR1.65m
Pierre Cornud,Left-Back,27,EUR1.20m,France,Saint-Etienne,Ligue 1,EUR1.10m
Topi Keskinen,Left Winger,21,EUR1.20m,Finland,Aberdeen FC,Premiership,EUR1.00m
Ewerton,Left Winger,27,EUR1.20m,Brazil,Banik Ostrava,Chance Liga,EUR1.00m
Nazinho,Left-Back,20,EUR1.20m,Portugal,Cercle Brugge,Jupiler Pro League,EUR1.00m
Marko Tolic,Attacking Midfield,27,EUR1.20m,Croatia,Slo. Bratislava,Nike Liga,EUR1.00m
Krisztofer Horvath,Attacking Midfield,22,EUR1.20m,Hungary,Ujpest FC,NB I.,EUR1.00m
Maksim Samorodov,Left Winger,22,EUR1.20m,Kazakhstan,Akhmat Grozny,Premier Liga,EUR1.00m
Luciano Cabral,Attacking Midfield,29,EUR1.20m,Chile,Leon,Liga MX Apertura,EUR1.00m
Omar Faraj,Centre-Forward,22,EUR1.20m,Palestine,Zamalek,Premier League,EUR993k
Tomoki Iwata,Defensive Midfield,27,EUR1.20m,Japan,Birmingham,League One,EUR980k
Saul Guarirapa,Centre-Forward,21,EUR1.20m,Venezuela,Sochi,1.Division,EUR900k
Francisco Petrasso,Centre-Back,22,EUR1.20m,Argentina,Rio Ave,Liga Portugal,EUR896k
Kacper Chodyna,Right Midfield,25,EUR1.20m,Poland,Legia Warszawa,Ekstraklasa,EUR860k
